regiao;tipo_estabelecimento;ano;resultado;n_conformidades;tempo_resolucao;tipo_conformidade;gravidade_conformidade;tamanho_estabelecimento;numero_fiscalizacoes_previas;tipo_acao_corretiva;status_acao_corretiva;categoria_produtos;licenca_valida;dias_desde_ultima_fiscalizacao;inspecao_planejada;fiscal_responsavel
Norte;Hospital;2023;Conforme;9;143;Registro de Produtos;Baixa;Pequeno;0;Melhoria de Infraestrutura;Em Progresso;Alimentos;Não;399;Não Planejada;1098
Nordeste;Hospital;2023;Conforme;6;190;Registro de Produtos;Baixa;Grande;2;Melhoria de Infraestrutura;Pendente;Alimentos;Sim;251;Planejada;1057
Norte;Farmácia;2019;Não Conforme;0;301;Boas Práticas de Fabricação;Média;Grande;4;Reformulação de Produtos;Em Progresso;Medicamentos;Sim;635;Planejada;1003
Sudeste;Distribuidora;2022;Conforme;6;52;Registro de Produtos;Média;Pequeno;4;Melhoria de Infraestrutura;Em Progresso;Medicamentos;Sim;366;Não Planejada;1061
Sul;Hospital;2020;Conforme;4;112;Condições Sanitárias;Média;Médio;1;Requalificação de Pessoal;Em Progresso;Medicamentos;Não;421;Planejada;1059
Norte;Indústria de Cosméticos;2023;Não Conforme;8;135;Armazenamento;Baixa;Grande;2;Requalificação de Pessoal;Concluída;Cosméticos;Não;424;Não Planejada;1094
Norte;Distribuidora;2019;Conforme;1;112;Boas Práticas de Fabricação;Baixa;Grande;3;Requalificação de Pessoal;Em Progresso;Cosméticos;Não;162;Planejada;1074
Centro-Oeste;Farmácia;2019;Não Conforme;0;13;Rotulagem;Baixa;Grande;1;Adequação de Processo;Em Progresso;Cosméticos;Não;95;Planejada;1058
Sul;Distribuidora;2022;Conforme;8;273;Registro de Produtos;Média;Médio;1;Melhoria de Infraestrutura;Concluída;Saneantes;Não;162;Não Planejada;1074
Nordeste;Clínica;2022;Conforme;7;233;Condições Sanitárias;Alta;Pequeno;3;Reformulação de Produtos;Pendente;Saneantes;Sim;361;Planejada;1028
Sudeste;Indústria de Saneantes;2022;Conforme;9;44;Registro de Produtos;Média;Médio;3;Adequação de Processo;Concluída;Cosméticos;Não;229;Não Planejada;1018
Nordeste;Distribuidora;2020;Conforme;5;73;Rotulagem;Baixa;Médio;3;Reformulação de Produtos;Concluída;Medicamentos;Não;116;Planejada;1016
Sul;Hospital;2019;Não Conforme;4;261;Condições Sanitárias;Média;Grande;3;Melhoria de Infraestrutura;Pendente;Alimentos;Não;221;Planejada;1003
Norte;Farmácia;2021;Não Conforme;7;231;Rotulagem;Média;Médio;3;Melhoria de Infraestrutura;Pendente;Alimentos;Sim;463;Planejada;1043
Norte;Indústria de Saneantes;2020;Não Conforme;7;33;Condições Sanitárias;Média;Grande;0;Adequação de Processo;Concluída;Alimentos;Não;681;Planejada;1003
Sul;Hospital;2018;Conforme;4;68;Armazenamento;Média;Médio;0;Adequação de Processo;Em Progresso;Saneantes;Não;315;Não Planejada;1058
Norte;Indústria de Saneantes;2023;Conforme;6;16;Condições Sanitárias;Baixa;Médio;3;Requalificação de Pessoal;Pendente;Cosméticos;Sim;330;Não Planejada;1011
Norte;Indústria de Cosméticos;2022;Não Conforme;0;150;Rotulagem;Média;Pequeno;2;Adequação de Processo;Em Progresso;Medicamentos;Sim;657;Planejada;1046
Norte;Clínica;2019;Não Conforme;3;292;Boas Práticas de Fabricação;Baixa;Médio;2;Requalificação de Pessoal;Pendente;Alimentos;Sim;286;Não Planejada;1006
Sudeste;Indústria de Cosméticos;2023;Não Conforme;1;102;Armazenamento;Média;Pequeno;3;Adequação de Processo;Em Progresso;Cosméticos;Não;182;Não Planejada;1084
Sudeste;Hospital;2020;Não Conforme;9;186;Registro de Produtos;Baixa;Grande;0;Requalificação de Pessoal;Concluída;Cosméticos;Não;456;Não Planejada;1096
Centro-Oeste;Hospital;2018;Conforme;2;25;Armazenamento;Alta;Grande;2;Melhoria de Infraestrutura;Concluída;Saneantes;Não;275;Planejada;1011
Nordeste;Hospital;2020;Não Conforme;0;72;Armazenamento;Baixa;Pequeno;0;Reformulação de Produtos;Concluída;Saneantes;Não;37;Não Planejada;1070
Sul;Laboratório;2020;Conforme;1;81;Registro de Produtos;Baixa;Grande;1;Melhoria de Infraestrutura;Concluída;Saneantes;Sim;443;Não Planejada;1053
Sul;Clínica;2021;Não Conforme;0;61;Condições Sanitárias;Alta;Grande;0;Requalificação de Pessoal;Pendente;Saneantes;Sim;36;Não Planejada;1057
Sul;Indústria de Saneantes;2023;Conforme;7;18;Armazenamento;Alta;Médio;3;Melhoria de Infraestrutura;Concluída;Cosméticos;Sim;68;Não Planejada;1062
Centro-Oeste;Hospital;2021;Não Conforme;3;242;Armazenamento;Alta;Pequeno;4;Adequação de Processo;Em Progresso;Saneantes;Sim;410;Planejada;1014
Sudeste;Hospital;2020;Não Conforme;2;58;Boas Práticas de Fabricação;Alta;Grande;3;Adequação de Processo;Concluída;Alimentos;Não;360;Planejada;1036
Centro-Oeste;Indústria de Saneantes;2018;Conforme;0;332;Boas Práticas de Fabricação;Alta;Pequeno;1;Reformulação de Produtos;Concluída;Medicamentos;Sim;121;Não Planejada;1055
Sul;Indústria de Cosméticos;2019;Conforme;1;57;Rotulagem;Alta;Médio;0;Reformulação de Produtos;Concluída;Saneantes;Não;667;Não Planejada;1072
Nordeste;Indústria de Cosméticos;2019;Não Conforme;2;97;Registro de Produtos;Média;Grande;2;Melhoria de Infraestrutura;Concluída;Alimentos;Não;717;Não Planejada;1096
Norte;Hospital;2023;Conforme;2;215;Condições Sanitárias;Média;Grande;3;Reformulação de Produtos;Pendente;Medicamentos;Sim;556;Planejada;1079
Sudeste;Farmácia;2022;Não Conforme;5;319;Condições Sanitárias;Alta;Pequeno;2;Adequação de Processo;Pendente;Saneantes;Não;482;Não Planejada;1030
Sudeste;Laboratório;2022;Conforme;9;12;Rotulagem;Baixa;Grande;0;Adequação de Processo;Pendente;Saneantes;Não;289;Não Planejada;1014
Centro-Oeste;Indústria de Cosméticos;2019;Não Conforme;7;11;Condições Sanitárias;Baixa;Pequeno;1;Adequação de Processo;Em Progresso;Medicamentos;Não;90;Planejada;1001
Sudeste;Farmácia;2020;Não Conforme;5;163;Condições Sanitárias;Alta;Grande;3;Requalificação de Pessoal;Em Progresso;Alimentos;Sim;212;Planejada;1012
Sul;Laboratório;2020;Não Conforme;1;283;Boas Práticas de Fabricação;Média;Médio;2;Requalificação de Pessoal;Concluída;Alimentos;Não;575;Não Planejada;1004
Sul;Hospital;2021;Não Conforme;1;217;Condições Sanitárias;Média;Médio;3;Melhoria de Infraestrutura;Em Progresso;Cosméticos;Não;72;Planejada;1047
Centro-Oeste;Clínica;2023;Não Conforme;6;360;Condições Sanitárias;Baixa;Pequeno;3;Requalificação de Pessoal;Em Progresso;Cosméticos;Não;290;Planejada;1032
Sul;Distribuidora;2021;Não Conforme;0;323;Rotulagem;Alta;Grande;2;Reformulação de Produtos;Em Progresso;Saneantes;Sim;367;Planejada;1031
Nordeste;Distribuidora;2022;Não Conforme;0;241;Rotulagem;Média;Grande;1;Adequação de Processo;Em Progresso;Alimentos;Não;27;Planejada;1052
Centro-Oeste;Hospital;2019;Não Conforme;6;345;Armazenamento;Alta;Pequeno;3;Melhoria de Infraestrutura;Pendente;Alimentos;Não;420;Planejada;1020
Nordeste;Indústria de Cosméticos;2020;Conforme;8;45;Condições Sanitárias;Alta;Médio;1;Requalificação de Pessoal;Pendente;Saneantes;Não;362;Planejada;1065
Norte;Farmácia;2019;Conforme;4;81;Condições Sanitárias;Baixa;Médio;1;Melhoria de Infraestrutura;Em Progresso;Medicamentos;Sim;565;Planejada;1099
Nordeste;Clínica;2018;Conforme;0;255;Condições Sanitárias;Alta;Médio;0;Melhoria de Infraestrutura;Em Progresso;Medicamentos;Sim;455;Planejada;1060
Norte;Indústria de Saneantes;2019;Não Conforme;4;67;Boas Práticas de Fabricação;Alta;Pequeno;2;Reformulação de Produtos;Pendente;Cosméticos;Sim;612;Não Planejada;1053
Norte;Laboratório;2018;Não Conforme;0;102;Condições Sanitárias;Baixa;Médio;0;Reformulação de Produtos;Concluída;Saneantes;Não;472;Não Planejada;1096
Nordeste;Hospital;2021;Não Conforme;9;91;Boas Práticas de Fabricação;Média;Pequeno;4;Reformulação de Produtos;Pendente;Medicamentos;Não;591;Planejada;1074
Centro-Oeste;Clínica;2021;Conforme;8;42;Armazenamento;Alta;Médio;0;Melhoria de Infraestrutura;Em Progresso;Saneantes;Não;369;Não Planejada;1040
Sul;Clínica;2022;Conforme;3;276;Registro de Produtos;Baixa;Médio;3;Melhoria de Infraestrutura;Em Progresso;Alimentos;Não;326;Não Planejada;1086
Sul;Indústria de Cosméticos;2019;Conforme;8;304;Condições Sanitárias;Média;Pequeno;3;Reformulação de Produtos;Em Progresso;Medicamentos;Não;410;Não Planejada;1037
Norte;Laboratório;2019;Conforme;1;274;Rotulagem;Alta;Grande;3;Requalificação de Pessoal;Pendente;Medicamentos;Sim;602;Planejada;1032
Norte;Clínica;2018;Conforme;6;77;Rotulagem;Média;Grande;4;Adequação de Processo;Em Progresso;Medicamentos;Sim;503;Não Planejada;1007
Centro-Oeste;Indústria de Cosméticos;2021;Não Conforme;1;234;Condições Sanitárias;Baixa;Grande;1;Reformulação de Produtos;Pendente;Alimentos;Não;25;Não Planejada;1099
Sudeste;Farmácia;2018;Conforme;3;202;Boas Práticas de Fabricação;Alta;Médio;3;Requalificação de Pessoal;Concluída;Cosméticos;Sim;161;Não Planejada;1035
Nordeste;Indústria de Cosméticos;2021;Não Conforme;5;221;Rotulagem;Baixa;Médio;0;Melhoria de Infraestrutura;Em Progresso;Saneantes;Sim;195;Não Planejada;1032
Norte;Farmácia;2018;Não Conforme;1;262;Rotulagem;Baixa;Grande;1;Melhoria de Infraestrutura;Em Progresso;Medicamentos;Não;713;Planejada;1028
Sul;Farmácia;2021;Não Conforme;1;39;Armazenamento;Alta;Médio;0;Requalificação de Pessoal;Concluída;Alimentos;Não;421;Não Planejada;1094
Centro-Oeste;Indústria de Saneantes;2018;Conforme;1;11;Armazenamento;Baixa;Médio;0;Requalificação de Pessoal;Pendente;Medicamentos;Sim;678;Não Planejada;1056
Nordeste;Indústria de Saneantes;2021;Conforme;2;112;Armazenamento;Média;Grande;3;Melhoria de Infraestrutura;Em Progresso;Saneantes;Sim;13;Não Planejada;1093
Centro-Oeste;Clínica;2023;Não Conforme;4;108;Rotulagem;Baixa;Pequeno;0;Melhoria de Infraestrutura;Em Progresso;Saneantes;Não;407;Planejada;1071
Nordeste;Indústria de Cosméticos;2018;Conforme;8;94;Rotulagem;Alta;Grande;4;Melhoria de Infraestrutura;Em Progresso;Medicamentos;Não;355;Não Planejada;1060
Nordeste;Indústria de Saneantes;2019;Conforme;5;311;Condições Sanitárias;Alta;Grande;1;Melhoria de Infraestrutura;Em Progresso;Alimentos;Não;246;Planejada;1089
Norte;Farmácia;2022;Não Conforme;8;84;Condições Sanitárias;Média;Pequeno;3;Reformulação de Produtos;Concluída;Medicamentos;Sim;88;Planejada;1086
Centro-Oeste;Indústria de Saneantes;2023;Não Conforme;9;58;Boas Práticas de Fabricação;Alta;Médio;3;Melhoria de Infraestrutura;Pendente;Alimentos;Sim;439;Planejada;1054
Centro-Oeste;Laboratório;2023;Não Conforme;4;293;Rotulagem;Baixa;Grande;0;Melhoria de Infraestrutura;Concluída;Cosméticos;Não;421;Não Planejada;1051
Sul;Clínica;2018;Não Conforme;5;16;Condições Sanitárias;Baixa;Grande;0;Requalificação de Pessoal;Pendente;Medicamentos;Não;652;Planejada;1042
Sul;Indústria de Cosméticos;2022;Não Conforme;9;326;Condições Sanitárias;Alta;Médio;2;Requalificação de Pessoal;Concluída;Alimentos;Não;256;Planejada;1025
Norte;Indústria de Cosméticos;2019;Conforme;7;93;Armazenamento;Média;Médio;2;Requalificação de Pessoal;Concluída;Medicamentos;Não;276;Planejada;1001
Norte;Distribuidora;2023;Não Conforme;2;165;Armazenamento;Média;Pequeno;3;Melhoria de Infraestrutura;Pendente;Saneantes;Não;658;Não Planejada;1054
Sudeste;Indústria de Cosméticos;2019;Conforme;1;215;Armazenamento;Alta;Médio;3;Requalificação de Pessoal;Em Progresso;Saneantes;Sim;7;Não Planejada;1089
Sul;Clínica;2021;Conforme;2;144;Registro de Produtos;Baixa;Grande;0;Melhoria de Infraestrutura;Em Progresso;Medicamentos;Sim;500;Planejada;1017
Nordeste;Laboratório;2022;Não Conforme;8;274;Condições Sanitárias;Alta;Médio;4;Melhoria de Infraestrutura;Concluída;Medicamentos;Não;246;Não Planejada;1090
Centro-Oeste;Indústria de Cosméticos;2020;Não Conforme;5;138;Armazenamento;Alta;Médio;4;Requalificação de Pessoal;Concluída;Alimentos;Não;346;Não Planejada;1049
Norte;Distribuidora;2021;Conforme;9;204;Armazenamento;Média;Pequeno;0;Adequação de Processo;Concluída;Alimentos;Não;204;Não Planejada;1080
Centro-Oeste;Clínica;2022;Não Conforme;3;302;Rotulagem;Baixa;Pequeno;2;Reformulação de Produtos;Em Progresso;Saneantes;Sim;482;Planejada;1044
Centro-Oeste;Farmácia;2018;Conforme;9;210;Armazenamento;Média;Grande;2;Reformulação de Produtos;Pendente;Alimentos;Não;480;Não Planejada;1014
Sudeste;Hospital;2018;Não Conforme;2;19;Rotulagem;Média;Grande;4;Adequação de Processo;Em Progresso;Saneantes;Sim;94;Não Planejada;1006
Sul;Hospital;2019;Não Conforme;1;294;Boas Práticas de Fabricação;Baixa;Médio;3;Adequação de Processo;Concluída;Cosméticos;Sim;310;Planejada;1080
Norte;Farmácia;2023;Conforme;3;293;Armazenamento;Baixa;Grande;0;Melhoria de Infraestrutura;Em Progresso;Medicamentos;Não;520;Planejada;1082
Centro-Oeste;Indústria de Saneantes;2020;Conforme;8;301;Rotulagem;Baixa;Grande;3;Requalificação de Pessoal;Em Progresso;Alimentos;Não;430;Não Planejada;1026
Norte;Indústria de Cosméticos;2018;Não Conforme;3;162;Armazenamento;Alta;Médio;2;Reformulação de Produtos;Em Progresso;Saneantes;Não;170;Não Planejada;1039
Nordeste;Hospital;2022;Não Conforme;4;130;Boas Práticas de Fabricação;Baixa;Médio;4;Reformulação de Produtos;Pendente;Saneantes;Não;119;Planejada;1016
Sudeste;Indústria de Saneantes;2023;Não Conforme;7;44;Armazenamento;Alta;Médio;3;Adequação de Processo;Concluída;Medicamentos;Não;640;Não Planejada;1031
Nordeste;Hospital;2023;Conforme;1;353;Rotulagem;Média;Pequeno;2;Requalificação de Pessoal;Em Progresso;Medicamentos;Sim;63;Planejada;1015
Norte;Farmácia;2022;Não Conforme;2;83;Boas Práticas de Fabricação;Baixa;Pequeno;2;Reformulação de Produtos;Em Progresso;Medicamentos;Sim;117;Planejada;1062
Norte;Indústria de Cosméticos;2023;Não Conforme;5;124;Boas Práticas de Fabricação;Alta;Médio;2;Reformulação de Produtos;Concluída;Alimentos;Não;109;Não Planejada;1093
Sul;Indústria de Cosméticos;2018;Não Conforme;6;27;Boas Práticas de Fabricação;Alta;Pequeno;3;Melhoria de Infraestrutura;Em Progresso;Cosméticos;Não;493;Planejada;1077
Centro-Oeste;Indústria de Saneantes;2022;Não Conforme;3;304;Registro de Produtos;Alta;Pequeno;1;Melhoria de Infraestrutura;Em Progresso;Cosméticos;Não;717;Não Planejada;1059
Centro-Oeste;Farmácia;2022;Conforme;0;350;Rotulagem;Alta;Pequeno;4;Melhoria de Infraestrutura;Em Progresso;Cosméticos;Não;600;Não Planejada;1081
Nordeste;Indústria de Saneantes;2019;Conforme;6;7;Registro de Produtos;Média;Grande;2;Reformulação de Produtos;Em Progresso;Cosméticos;Não;417;Planejada;1085
Sudeste;Indústria de Cosméticos;2020;Conforme;8;341;Boas Práticas de Fabricação;Baixa;Médio;3;Reformulação de Produtos;Concluída;Saneantes;Sim;325;Não Planejada;1051
Centro-Oeste;Indústria de Cosméticos;2019;Não Conforme;0;199;Registro de Produtos;Baixa;Médio;0;Melhoria de Infraestrutura;Em Progresso;Alimentos;Sim;240;Não Planejada;1079
Sul;Clínica;2020;Não Conforme;0;112;Armazenamento;Baixa;Grande;4;Melhoria de Infraestrutura;Pendente;Cosméticos;Sim;710;Planejada;1048
Nordeste;Indústria de Saneantes;2022;Não Conforme;0;89;Registro de Produtos;Baixa;Pequeno;0;Requalificação de Pessoal;Em Progresso;Cosméticos;Sim;516;Não Planejada;1048
Nordeste;Clínica;2023;Conforme;9;128;Condições Sanitárias;Baixa;Médio;0;Reformulação de Produtos;Pendente;Alimentos;Não;618;Planejada;1079
Sul;Farmácia;2020;Conforme;6;230;Boas Práticas de Fabricação;Baixa;Pequeno;3;Reformulação de Produtos;Concluída;Alimentos;Não;619;Planejada;1025
Sudeste;Laboratório;2022;Conforme;8;18;Boas Práticas de Fabricação;Alta;Grande;1;Adequação de Processo;Em Progresso;Medicamentos;Não;252;Não Planejada;1050
Sul;Hospital;2022;Conforme;2;289;Rotulagem;Baixa;Pequeno;3;Melhoria de Infraestrutura;Pendente;Medicamentos;Sim;186;Não Planejada;1042
Sudeste;Clínica;2019;Não Conforme;7;161;Armazenamento;Alta;Grande;3;Melhoria de Infraestrutura;Pendente;Cosméticos;Sim;413;Não Planejada;1069
Sul;Hospital;2019;Conforme;8;352;Rotulagem;Média;Grande;4;Melhoria de Infraestrutura;Em Progresso;Saneantes;Não;504;Não Planejada;1070
Sul;Distribuidora;2023;Conforme;2;281;Registro de Produtos;Alta;Pequeno;3;Reformulação de Produtos;Em Progresso;Medicamentos;Sim;533;Planejada;1008
Norte;Farmácia;2021;Não Conforme;2;166;Condições Sanitárias;Média;Pequeno;4;Requalificação de Pessoal;Concluída;Alimentos;Não;154;Não Planejada;1043
Nordeste;Laboratório;2018;Conforme;0;260;Condições Sanitárias;Baixa;Médio;2;Reformulação de Produtos;Concluída;Medicamentos;Não;224;Não Planejada;1063
Sul;Distribuidora;2021;Não Conforme;1;364;Condições Sanitárias;Média;Grande;4;Adequação de Processo;Em Progresso;Medicamentos;Não;598;Não Planejada;1089
Sul;Distribuidora;2021;Não Conforme;6;190;Condições Sanitárias;Média;Pequeno;3;Adequação de Processo;Concluída;Alimentos;Não;553;Planejada;1001
Centro-Oeste;Indústria de Cosméticos;2023;Não Conforme;2;338;Armazenamento;Alta;Pequeno;2;Requalificação de Pessoal;Concluída;Cosméticos;Sim;418;Planejada;1035
Nordeste;Distribuidora;2020;Não Conforme;6;266;Registro de Produtos;Alta;Médio;2;Melhoria de Infraestrutura;Concluída;Medicamentos;Não;485;Planejada;1002
Centro-Oeste;Farmácia;2023;Não Conforme;4;291;Condições Sanitárias;Média;Médio;1;Adequação de Processo;Concluída;Medicamentos;Não;684;Não Planejada;1053
Nordeste;Clínica;2023;Conforme;9;355;Boas Práticas de Fabricação;Média;Médio;3;Reformulação de Produtos;Em Progresso;Cosméticos;Não;672;Planejada;1020
Centro-Oeste;Farmácia;2022;Conforme;7;360;Registro de Produtos;Baixa;Grande;0;Adequação de Processo;Em Progresso;Medicamentos;Não;160;Planejada;1066
Sul;Clínica;2022;Não Conforme;4;279;Armazenamento;Alta;Médio;3;Adequação de Processo;Pendente;Saneantes;Não;51;Não Planejada;1008
Sul;Distribuidora;2022;Conforme;2;217;Condições Sanitárias;Média;Grande;0;Requalificação de Pessoal;Concluída;Cosméticos;Sim;630;Não Planejada;1011
Norte;Distribuidora;2018;Não Conforme;8;321;Armazenamento;Alta;Médio;1;Requalificação de Pessoal;Em Progresso;Saneantes;Não;280;Planejada;1071
Centro-Oeste;Laboratório;2020;Conforme;6;338;Condições Sanitárias;Baixa;Grande;3;Reformulação de Produtos;Pendente;Alimentos;Não;172;Planejada;1036
Sudeste;Clínica;2020;Conforme;4;207;Boas Práticas de Fabricação;Baixa;Médio;1;Melhoria de Infraestrutura;Concluída;Saneantes;Sim;332;Não Planejada;1084
Norte;Distribuidora;2022;Conforme;6;153;Registro de Produtos;Média;Grande;0;Requalificação de Pessoal;Pendente;Alimentos;Não;596;Não Planejada;1036
Centro-Oeste;Indústria de Cosméticos;2021;Conforme;9;181;Boas Práticas de Fabricação;Baixa;Médio;4;Requalificação de Pessoal;Concluída;Cosméticos;Não;293;Planejada;1066
Centro-Oeste;Hospital;2018;Conforme;8;212;Condições Sanitárias;Média;Médio;3;Melhoria de Infraestrutura;Em Progresso;Alimentos;Não;66;Planejada;1055
Norte;Laboratório;2021;Conforme;4;273;Rotulagem;Alta;Pequeno;2;Adequação de Processo;Pendente;Alimentos;Não;270;Planejada;1084
Sul;Farmácia;2019;Conforme;6;203;Registro de Produtos;Alta;Grande;2;Reformulação de Produtos;Em Progresso;Alimentos;Não;344;Planejada;1062
Centro-Oeste;Laboratório;2020;Não Conforme;8;205;Armazenamento;Média;Pequeno;1;Reformulação de Produtos;Concluída;Alimentos;Não;271;Planejada;1025
Sul;Hospital;2020;Não Conforme;0;153;Condições Sanitárias;Média;Grande;4;Adequação de Processo;Concluída;Saneantes;Não;61;Não Planejada;1087
Norte;Clínica;2021;Não Conforme;3;170;Boas Práticas de Fabricação;Média;Pequeno;2;Melhoria de Infraestrutura;Concluída;Alimentos;Sim;689;Não Planejada;1045
Sul;Farmácia;2018;Conforme;0;241;Rotulagem;Alta;Médio;2;Melhoria de Infraestrutura;Pendente;Alimentos;Não;629;Planejada;1052
Nordeste;Farmácia;2020;Conforme;7;287;Condições Sanitárias;Alta;Pequeno;3;Requalificação de Pessoal;Pendente;Medicamentos;Não;136;Não Planejada;1059
